SRMR-reverb,SRMR-dereverb,SDR-reverb,SDR-dereverb,ESTOI-reverb,ESTOI-dereverb
2.1121152569421895,15.90551959289037,-3.1383936309807012,0.13817683716349516,0.29357713553882586,0.5625665969276559
2.9667149489283116,12.37653597541777,0.6545435722921826,-0.009911831506283374,0.3478604413034703,0.6135686677200739
2.5307196106611753,13.771832885565464,-1.8046442582247,-0.976054942085191,0.281647483814393,0.5309255936714244
3.9889260807379485,13.536906112308701,0.6611009903075624,1.2794512902303121,0.35428410938852334,0.5876205096214551
10.064655089477075,17.45267877631334,8.88680681892495,1.0709018266654056,0.7125259748965505,0.7801671384351974
3.8751641139841317,11.97174498034942,1.840856844408588,1.507451886820363,0.47396609606516754,0.7009345457917168
2.241462949565794,15.085810700869631,-3.8331300773619024,2.8074970811117543,0.18609878377372477,0.3453377786178853
4.685823492006299,23.45616785383007,-6.619080772415776,-1.3738157967131006,0.22739108465624444,0.5216447924834146
2.6450108203441727,17.032358475570607,-1.9018634287365463,-1.3082200986247081,0.26698852697626657,0.5463221917169163
2.3928558435368594,15.86344823677625,-4.55602213047634,1.1166122728449677,0.26686719881565324,0.5367770166326071
1.3976544091554608,9.316324567544298,-2.5802906075321754,-6.010798836006206,0.32524773173403837,0.552129463293068
2.0708240475334554,10.868664766753403,0.6342305088931032,-7.771726979953259,0.41591071567925886,0.5996709965960084
1.5179926235891186,10.563467822477477,-1.5956942373381164,-5.3461886909344924,0.37951403020298513,0.5933951808919173
2.3924666666679437,11.646648396550708,1.511809936692432,-6.441784540508838,0.4290074586968308,0.5959717448540942
5.091714889915107,9.349464825199219,7.370714594512821,-7.13212614408522,0.7468178832637878,0.8314192143576232
2.9054819733630737,8.826775990257577,1.9874351986029248,-6.332670412374275,0.5322718942581024,0.7050711539287523
1.1000840733423847,9.319627257655432,-3.2864498529385493,-8.462907034956443,0.2742179553384941,0.4902378430429884
1.5774278281557286,9.18450208809106,-6.805913352235994,-4.958092573794593,0.3110857448755376,0.5529275573662894
1.3786139996776559,9.7599279971251,-2.3886863632952573,-7.842655891469063,0.3677544669596398,0.5770768282511884
1.9143646146091038,9.940972333801202,-6.641969133950788,-5.7612390916849545,0.30478816006933507,0.5353258976016119
1.5297563910433243,6.278531938073823,-3.19579808414056,0.03506149198252443,0.3565032033408526,0.528803909923392
2.5266972706869897,5.958235226787134,1.4975156310142945,0.4222926309570779,0.46779282089377516,0.6262935197576205
1.8603991144097443,5.23568345049462,-2.042341808687049,0.39748351029445855,0.4021652837305731,0.5670717931837818
2.625668568462603,6.79362251291447,1.815667339385509,0.5842308780181973,0.4678813232249966,0.6391142733552043
4.279336193175009,6.1095856794404995,7.6463158357400065,-1.2837059763871355,0.7760024368715381,0.8088149593627975
2.3893346151856396,4.908146445342165,1.242186079153453,0.653919859556077,0.5762731013980812,0.7061687618739628
1.550279284983537,5.024803823887509,-2.827632626721281,0.25407824237141846,0.2699524700994771,0.4281386213676494
1.38499815223212,4.230641845742779,-7.964894456833685,-3.250134839045762,0.27697655635251,0.5137907343912612
1.9128955073184577,6.052449198767978,-1.7043858329644543,0.735035502171567,0.34131360710009245,0.5395876658202686
2.3516460261965695,5.167270048555917,-3.0229293331058,-2.641727771600189,0.3063335930910455,0.5250459103677801
2.842652507721341,10.941769974077207,-2.741458062825328,1.3849603197664815,0.3023015413418644,0.5808808657681492
5.619649064755041,15.01869329156235,1.9709886811477884,-1.5261741160000706,0.4593367409841451,0.6089530817106543
3.8776600720534984,11.985984515508491,-0.042148084381870635,0.18109704515131983,0.3769200255514694,0.5496932108096372
6.41972227329551,13.17582913479858,2.0192073343555577,0.8439725174413548,0.46003224285068,0.583842338988062
8.969189890197747,12.270623757942802,6.561301048424425,0.7980583631353726,0.7795210492580759,0.8176913847698072
6.453608851204235,12.286562987559668,3.1356001811106355,-0.07704104662710924,0.6294522372268889,0.7114340562310428
2.4108026122513553,11.772775921283523,-2.518170248669321,-0.35687327977886163,0.25496208182584185,0.46058470347488084
3.0996814004342355,10.016656412269729,-5.321472572687624,-0.2521554475596603,0.2648784859272741,0.565481697813845
3.143290734990238,13.537691905378974,-1.847345904560993,1.386759914602759,0.3499883461293216,0.5544577580548069
2.9081764134276127,10.291971765167485,-5.203212303656972,-1.2317817214684181,0.2556832126514635,0.554159448258462
1.2096977805432791,4.593762178834031,-2.595380926821801,-5.958489442103028,0.36417778026248765,0.49811888133922005
1.5902328852655159,4.211469210384573,0.7177642173681115,-4.258514686729069,0.38979234142375124,0.5332315101377308
1.344852637429213,3.7777695886751093,-0.9013404347362424,-8.273046531892804,0.3547968601363275,0.5067830546102811
